6B,ChangeInsulationRValueForExteriorWalls,r_value,0.06456894463982714,0.0234040862300834,0.06543152285706054,0.006030086434809988
6B,ChangeInsulationRValueForRoofs,r_value_roof,0.003872324340501488,0.005674112192528524,0.00422208400572049,0.00039240297532964244
6B,ChangeUValueandSHGCOfWindows,window_u_value_ip,3.085610309721661e-05,0.000702138559153369,6.805708192246327e-05,6.687385442074383e-06
6B,ChangeUValueandSHGCOfWindows,window_shgc,0.00029004126108565645,0.0014204307207480909,0.00024187796161433998,2.256314103655798e-05
6B,SetGasBurnerEfficiency,eff,0.00014667524637074634,0.0015044127313237534,0.00027343926583138473,2.496117406579577e-05
6B,ReplaceLightsInSpaceTypeWithLPD,lpd,0.7484255401127874,0.07065721113709951,0.7501462910200702,0.0579024811566878
6B,ChangeCOPforSingleSpeedDXCoolingUnits,cop,0.002143323163930211,0.004923363423891891,0.0029624118845310798,0.0002688336031070634
6B,SetHeatingandCoolingSizingFactors,htg_sz_factor,-7.1769184587734754e-06,0.00017150921140527835,4.995239637416212e-06,4.671365306750561e-07
6B,SetHeatingandCoolingSizingFactors,clg_sz_factor,0.06233418834600665,0.02359605789466488,0.06056383933063109,0.005778326712427192
6B,SetWaterHeaterEfficiency,heater_thermal_efficiency,1.7797692286619367e-05,0.00033123873745305124,1.668290806183209e-05,1.2980344219805496e-06
6B,AddOverhangsByProjectionFactor,projection_factor,0.013693473116085894,0.009512733407478184,0.01384029487885395,0.001186626222718762
6B,ChangeOutdoorAir,design_spec_outdoor_air_per_person,0.09196259855353414,0.027193428707332844,0.09020914448078413,0.007989286580189327
6B,ResizeExistingWindowsToMatchAGivenWWR,wwr,6.640440155838294e-06,0.000574716410383163,3.146423319471699e-05,2.614778165273672e-06
6B,ChangeElectricEquipmentLoadsByPercentage,elecequip_power_change_percent,0.009588903085679697,0.007501691442849958,0.009040390435756258,0.0009476451862142532
